가수,제목,가사
NewJeans,Ditto,"Woo woo woo woo ooh
Woo woo woo woo
Stay in the middle
Like you a little
Don’t want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
훌쩍 커버렸어
함께한 기억처럼
널 보는 내 마음은
어느새 여름 지나 가을
기다렸지 all this time
Do you want somebody
Like I want somebody
날 보고 웃었지만
Do you think about me now yeah
All the time yeah
All the time
I got no time to lose
내 길었던 하루
난 보고 싶어
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
I got nothing to lose
널 좋아한다고
wooah wooah wooah
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
But I don't want to
Stay in the middle
Like you a little
Don’t want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
I don't want to
Walk in this 미로
다 아는 건 아니어도
바라던 대로
말해줘 Say it back
Oh say it ditto
I want you so, want you
So say it ditto
Not just anybody
너를 상상했지
항상 닿아있던
처음 느낌 그대로 난
기다렸지 all this time
I got nothing to lose
널 좋아한다고
wooah wooah wooah
Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)
But I don't want to
Stay in the middle
Like you a little
Don’t want no riddle
말해줘 say it back
Oh say it ditto
아침은 너무 멀어
So say it ditto
I don't want to
Walk in this 미로
다 아는 건 아니어도
바라던 대로
말해줘 Say it back
Oh say it ditto
I want you so, want you
So say it ditto
Woo woo woo woo ooh
Woo woo woo woo"
허각,물론,"가진 게 그리 많진 않아
어쩌면 많이 부족할지 몰라
가끔 나와 다투기도 하겠지만
주위를 둘러보면 네게
나보다 좋은 사람 많겠지만
널 사랑하는 맘
나 그것만큼은 자신 있는 걸
내리는 비를 막아 줄 수는 없지만
비가 오면 항상 함께 맞아 줄게
힘든 일이 있어도 기쁜 일이 있어도
함께 할게
물론 모든 걸 다 줄 수는 없지만
작은 행복에 미소 짓게 해 줄게
무슨 일이 있어도
너의 편이 돼줄게 언제까지나
세상이 그리 쉽지 않아
몇 번씩 넘어지곤 할지 몰라
꼭 잡은 두 손만 놓치지 않고선
함께 가면 돼
내리는 비를 막아 줄 수는 없지만
비가 오면 항상 함께 맞아 줄게
힘든 일이 있어도 기쁜 일이 있어도
함께 할게
물론 모든 걸 다 줄 수는 없지만
작은 행복에 미소 짓게 해 줄게
무슨 일이 있어도
너의 편이 돼줄게 언제까지나"
박재정,헤어지자말해요,"헤어지자고 말하려 오늘
너에게 가다가 우리 추억 생각해 봤어
처음 본 네 얼굴
마주친 눈동자
가까스로 본 너의 그 미소들
손을 잡고 늘 걷던 거리에
첫눈을 보다가 문득 고백했던 그 순간
가보고 싶었던 식당
난생처음 준비한 선물
고맙다는 너의 그 눈물들이
바뀔까 봐 두려워
그대 먼저 헤어지자 말해요
나는 사실 그대에게 좋은 사람이 아녜요
그대 이제 날 떠난다 말해요
잠시라도 이 행복을 느껴서 고마웠다고
시간이 지나고 나면 나는
어쩔 수 없을 걸 문득 너의 사진 보겠지
새로 사귄 친구 함께
웃음 띤 네 얼굴 보면
말할 수 없을 묘한 감정들이
힘들단 걸 알지만
그대 먼저 헤어지자 말해요
나는 사실 그대에게 좋은 사람이 아녜요
그대 이제 날 떠난다 말해요
잠시라도 이 행복을 느껴서 고마웠다고
한 번은 널 볼 수 있을까
이기적인 거 나도 잘 알아
그땐 그럴 수밖에 없던
어린 내게 한 번만 더 기회를 주길
그댈 정말 사랑했다 말해요
나는 사실 그대에게
좋은 사람이 되고 싶었어
영영 다신 못 본다 해도
그댈 위한 이 노래가
당신을 영원히 사랑할 테니"
CharliePuth,Dangerously,"This is gonna hurt 
but I blame myself first 
cause I ignored the truth 
Drunk off that love my head up 
there's no forgetting you 
You've awoken me 
but you're choking me 
I was so obsessed 
Gave you all of me 
and now honestly 
I've got nothing left 
I loved you dangerously 
More than the air that I breathe 
Knew we would crash at the 
speed that we were going 
Didn't care if the explosion 
ruined me 
Baby I loved you dangerously 
I loved you dangerously 
Usually I hold the power with 
both my hands tied behind my back 
Look at how things change 
cause now you're the train 
and I'm tied to the track 
You've awoken me 
but you're choking me 
I was so obsessed 
Gave you all of me and now 
honestly I've got nothing left 
Cause I loved you dangerously 
More than the air that I breathe 
Knew we would crash at the 
speed that we were going 
Didn't care if the explosion 
ruined me 
Baby I loved you dangerously 
You took me down 
down down down 
And kissed my lips with goodbye 
I see you now now now now 
It was a matter of time 
You know I know 
there's only one place 
this could lead 
But you are the fire 
I'm gasoline 
I love you I love you I love you 
I loved you dangerously 
More than the air that I breathe 
Oh now I knew we would crash at 
the speed that we were going 
Didn't care if the explosion 
ruined me 
Oh oh baby I loved you 
dangerously 
Oo I loved you dangerously 
Oo oo I loved you dangerously "
V,RainyDays,"Rainy days
I'm thinking 'bout you 
What to say
Wish I knew how to 
Find the way 
Right back to you 
On rainy days like
Rainy days
I'm thinking 'bout you 
What to say
Wish I knew how to 
Find the way 
Right back to you 
On rainy days like
Staring at my phone 
난 깨있지
Hoping for your call lately 
I've been on my own maybe 
이젠 지난
일에 맨날
Time with you was so amazing 
Haven't changed it's still the same me 
늦었지만 우리 다시
Can we go back to that moment again yeah
Rainy days
I'm thinking 'bout you 
What to say
Wish I knew how to 
Find the way 
Right back to you 
On rainy days like 
Rainy days
I'm thinking 'bout you 
What to say
Wish I knew how to 
Find the way 
Right back to you 
On rainy days like 
Remember how I used to make you laugh the most
내가 이런 말 할 자격 없어도
Let me make up for all the time we lost 
We can start again, open all the doors 
Don't tell me it’s over 
We can start it over 
너는 나의 네 잎 clover 
Yeah, I can feel your touch 
I remember your kiss 
그 말은 아팠지
And I miss you
Rainy days
I'm thinking 'bout you 
What to say
Wish I knew how to 
Find the way 
Right back to you 
On rainy days like 
Rainy days
I'm thinking 'bout you 
What to say
Wish I knew how to 
Find the way 
Right back to you 
On rainy days like "
STAYC(스테이씨),TeddyBear,"STAYC girls it’s going down
STAYC !
남의 말은 짜릿해
앞뒤로들 Make a fool
내가 볼 땐 아닌데
자기들만 Act so cool
상상은 자윤데 No way
진짜라고 믿거든
왜 자꾸 돌아가려 해
답답해 How can I say
서두르지 마 No hurries
Anyway anyway
우린 다 이번 생은 처음이잖아
정답은 없어 One hunnit
그런 기대감 내려놔 실망도 크니까
Quiet please 비행기 모드로
편히 앉아 불필요한 말 속으로
내가 원할 때만 버튼 Ooh yeah
Yeah yeah yeah yeah
바라만 봐 Just like
Teddy Bear ooh
Teddy Bear ooh
Teddy Bear ooh yeah
Pump pump pump pump it up
Teddy Bear
No no no 멋이 없어 매일매일
똑똑 말로만 So good
뻔뻔해 넌 마치 Like J J
Bang bang
Don’t talk about it
be about it or you will lose
욕심이 과해
Always wake it up, it’s your 꿈
서두르지 마 No hurries
Anyway anyway
우린 다 이번 생은 처음이잖아
정답은 없어 One hunnit
그런 기대감 내려놔 실망도 크니까
Quiet please 비행기 모드로
편히 앉아 불필요한 말 속으로
내가 원할 때만 버튼 Ooh yeah
Yeah yeah yeah yeah
바라만 봐 Just like
Teddy Bear ooh
Teddy Bear ooh
Teddy Bear ooh yeah
Pump pump pump pump it up
Teddy Bear
모드를 확실히 해
걱정이 아니면 참견
Call it now call it now
질투일지도 몰라
잘 하고 있는 건 나
So keep it down 네가 원하는 건 뭘까
Quiet please 비행기 모드로
편히 앉아 불필요한 말 속으로
내가 원할 때만 버튼 Ooh yeah
Yeah yeah yeah yeah
바라만 봐 Just like
Teddy Bear ooh
Teddy Bear ooh
Teddy Bear ooh yeah
Pump pump pump pump it up
Teddy Bear"
BIGNaughty(서동현),Vancouver2,"Hey girl it was 9 years
네가 없는 매일 밤 was a nightmare
억지로 쓰고 싶지 않았어
전부 다 미뤄뒀던
노래들이 이제 더는 하나도 안 미워
원하는 게 있다면 Go get it
Follow your dreams
Cause I’ll get that penny
원하는 게 별이라면 따다 줄 테니
뒤는 내가 볼 테니
Girl just don’t panic
I’ll work in even holidays
뒤돌아보지 않을게
바다가 보이는 집에서
평생을 살게 해줄게
그 옆에 내가 있을 수 있다면
네 옆자리에
지금의 내 젊음을
고민 없이 전부 다
태울 테니 Just go
How high you fly
How far you go
How fast you run
I won’t let you down
How high you fly
How far you go
How fast you run
I won’t let you down
I won’t leave you alone
I don’t care if it’s 9 years or 10
괜히 확인하는 달력
정해진 날짜는 아직 없지만
왼쪽 손에 약지가 날 살려
내 손이 다 잘려도
음악이 안 팔려도
나는 그냥 달려
이 약속은 안 팔아
하늘이 무너진대도
바다가 닫힌대도
땅이 끊어진대도
너를 찾아낼 테니까
Just go
Nobody knows
But still I know
너의 눈물은 내가 대신 다 흘릴 테니
잠이나 한숨 푹 자고
Enjoy your flight
How high you fly
How far you go
How fast you run
I won’t let you down
How high you fly
How far you go
How fast you run
I won’t let you down
I won’t leave you alone
2011년의 봄 그 후로
인생에 두 번은 없을 친구로
평생 남을 줄 알았던 내가
네 전부가 된 그날 그때 순간부로
어떤 이유로도
안 떠나 함부로
이건 고속도로
못 돌아가 뒤로
일 년에 두 번 I’ll go to Vancouver
So don’t cry my day one
my bae my uno
How high you fly
How far you go
How fast you run
I won’t let you down
How high you fly
How far you go
How fast you run
I won’t let you down
I won’t leave you alone"
임재현,Heaven(2023),"왜 이제 왔나요 더 야윈 그대
나만큼 힘들었나요
두 번 살게 하네요 그대 내 삶을
난 모든 걸 버리려 했죠
왜 나를 떠나요 아플 거면서
사랑이 여기 있는데
다신 그러지 마요 내가 죽어요
그댄 나의 숨이니까요
나 그댈 잃는다는 건
내 삶이 다한 것 살아도 지옥인 거죠
그댄 나의 전부 그댄 나의 운명
헤어질 수 없어요
영원보다 먼 곳에 우리 사랑 가져가요
눈물 없는 세상 나의 사랑 하나로만
그대 살게 할게요
그대와 나 영원히 행복할 그곳
Heaven
울어도 되나요 그대 앞에서
고마워 눈물이 나요
기다렸던 날들이 너무나 아파서
그대 다시 미워지네요
사랑을 버린다는 건 모든 걸 잃는 것
상처만 남기잖아요
그댄 나의 전부 그댄 나의 운명
헤어질 수 없어요
영원보다 먼 곳에 우리 사랑 가져가요
눈물 없는 세상 나의 사랑 하나로만
그대 살게 할게요
그대와 나 영원히 행복할 그곳
Heaven
그댄 나의 전부 그댄 나의 운명
헤어질 수 없어요
영원보다 먼 곳에 우리 사랑 가져가요
눈물 없는 세상 나의 사랑 하나로만
그대 살게 할게요
그대와 나 영원히 행복할 그곳
Heaven"
임영웅,LondonBoy,"꿈에 그리던 그곳 난 여기 있어
저 푸른 바다 위로 널 닮은 하늘
I’m in London oh,
I’m in London, yeah
드넓은 공원 안에 널 담은 향기
가는 모든 곳마다 난 네가 보여
I’m in London,
yeah, I’m in London, oh
나지막한 소리가 들려와
수많은 별들 사이 너에게
Baby baby baby my baby
세상 누구보다 널 사랑해
모든 힘 다해 너를 불러
Hold me tight baby,
you’re my everything
널 만나고 난 변했어
세상 누구보다 널 사랑해
모든 힘 다해 너를 불러
I’m London, London Boy
Oh oh no no no
London Boy yeah
셰익스피어, 처칠, 비틀즈, 숀 코네리
해리포터, 데이비드 베컴 모든 게 있어
Baby You are my London Girl
행복은 너와 함께 즐기는 거야
내 모든 걸 다 줘도 아깝지 않아
너는 내게, Oh
그런 사람, Oh
나지막한 소리가 들려와
수많은 별들 사이 너에게
Baby baby baby my baby
세상 누구보다 널 사랑해
모든 힘 다해 너를 불러
Hold me tight baby,
you’re my everything
널 만나고 난 변했어
세상 누구보다 널 사랑해
모든 힘 다해 너를 불러
I’m London, London Boy
널 만나고 내가 변했다
Oh, I’m London Boy
Baby baby baby my baby
세상 누구보다 널 사랑해
모든 힘 다해 너를 불러
Hold me tight baby,
you’re my everything
널 만나고 난 변했어
세상 누구보다 널 사랑해
모든 힘 다해 너를 불러
I’m London, London Boy
La la la la la la la la
La la la la la la la la
La la la la la la la la
I’m London, London Boy
La la la la la la la la
La la la la la la la la
La la la la la la la la
London Boy
London Boy
London Boy"
RIIZE,GetAGuitar,"If you want something
to play with get a guitar
너와 내 느낌대로
Make it 시작해 봐
발 박자를 맞추고
손은 Snapping like
one two five
모두 집중해 줘
When I play the guitar
Cause I know you know
Ooh baby ooh
I love it 너와 맞추는 눈
Ooh baby ooh
I love it 너와 맞추는 춤
Rhythm 속에 그려보는 햇살
가득 담은 꿈 In my heart
Tell me while
You play me like dun dun dun
Still I love it 너와 맞추는 눈
Baby dun dun dun
Still I love it 너와 맞추는 춤
Get get get get a guitar
Get get get get a guitar
Get get get get a guitar
Get get get get a guitar
If you want something
to play with get a guitar
가볍게 툭
어깨에 메고 시작해 봐
불타오를 Love and youth
외치는 순간 Feel the vibe
맘이 가는 대로
Play it get a guitar
Cause I know you know
Ooh baby ooh
I love it 너와 맞추는 눈
Ooh baby ooh
I love it 너와 맞추는 춤
Rhythm 속에 그려보는 햇살
가득 담은 꿈 In my heart
Tell me while
You play me like dun dun dun
Still I love it 너와 맞추는 눈
Baby dun dun dun
Still I love it 너와 맞추는 춤
Ooh baby ooh
I love it 너와 맞추는 눈
Ooh baby ooh
I love it 너와 맞추는 춤
네가 원하던 그 순간
다른 생각들은 다 벗어나
Tell me while
You play me like dun dun dun
Still I love it 너와 맞추는 눈
Baby dun dun dun
Still I love it 너와 맞추는 춤
Get get get get a guitar
Get get get get a guitar
Get get get get a guitar
Get get get get a guitar
Get get get get a guitar"
NewJeans,ETA,"낭비하지 마 네 시간은 은행
서둘러서 정리해 걔는 real bad
받아주면 안돼
No you better trust me
답답해서 그래
저번에도 봤지만 너 없을 때
걘 여기저기에 눈빛을 뿌리네
아주 눈부시게
Honestly 우리 사이에
He’s been totally lying yeah
내 생일 파티에 너만 못 온 그날
혜진이가 엄청 혼났던 그날
지원이가 여친이랑 헤어진 그날
걔는 언제나 네가 없이 그날
너무 멋있는 옷을 입고 그날
Heard him say
We can go wherever you like
Baby say the words and I’m down
All I need is you on my side
We can go whenever you like
Now where are you?
Mmhmm
What’s your ETA, what’s your ETA
Mmhmm
What’s your ETA, what’s your ETA
Mmhmm
What’s your ETA, what’s your ETA
I’ll be there right now, lose that boy on her arm
아파 맘이 네가 걔 못 잊을 때
내 말 믿어 you deserve better than that
내가 도와줄게
걔는 그냥 playin’
Boys be always lying yeah
내 생일 파티에 너만 못 온 그날
혜진이가 엄청 혼났던 그날
지원이가 여친이랑 헤어진 그날
걔는 언제나 네가 없이 그날
너무 멋있는 옷을 입고 그날
Heard him say
We can go wherever you like
Baby say the words and I’m down
All I need is you on my side
We can go wherever you like
Now where are you?
Mmhmm
What’s your ETA, what’s your ETA
Mmhmm
What’s your ETA, what’s your ETA
Mmhmm
What’s your ETA, what’s your ETA
I’ll be there right now, lose that boy on her arm
Need a boy on my arm
Need a boy on my arm
Want a boy on my arm
Need a boy on my arm"
